"id","imdb_id","popularity","budget","revenue","original_title","cast","homepage","director","tagline","keywords","overview","runtime","genres","production_companies","release_date","vote_count","vote_average","release_year","budget_adj","revenue_adj"
281957,"tt1663202",9.1107,1.35e+08,532950503,"The Revenant","Leonardo DiCaprio|Tom Hardy|Will Poulter|Domhnall Gleeson|Paul Anderson","http://www.foxmovies.com/movies/the-revenant","Alejandro GonzÃ¡lez IÃ±Ã¡rritu","(n. One who has returned, as if from the dead.)","father-son relationship|rape|based on novel|mountains|winter","In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",156,"Thriller","Regency Enterprises|Appian Way|CatchPlay|Anonymous Content|New Regency Pictures","12/25/2015",3929,7.2,2015,124199945.4,490314247
87101,"tt1340138",8.654359,1.55e+08,440603537,"Terminator Genisys","Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons","http://www.terminatormovie.com/","Alan Taylor","Reset the future","saving the world|artificial intelligence|cyborg|killer robot|future","The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",125,"Science Fiction","Paramount Pictures|Skydance Productions","6/23/2015",2598,5.8,2015,142599937.3,405355075.7
87101,"tt1340138",8.654359,1.55e+08,440603537,"Terminator Genisys","Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons","http://www.terminatormovie.com/","Alan Taylor","Reset the future","saving the world|artificial intelligence|cyborg|killer robot|future","The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",125,"Action","Paramount Pictures|Skydance Productions","6/23/2015",2598,5.8,2015,142599937.3,405355075.7
87101,"tt1340138",8.654359,1.55e+08,440603537,"Terminator Genisys","Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons","http://www.terminatormovie.com/","Alan Taylor","Reset the future","saving the world|artificial intelligence|cyborg|killer robot|future","The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",125,"Thriller","Paramount Pictures|Skydance Productions","6/23/2015",2598,5.8,2015,142599937.3,405355075.7
87101,"tt1340138",8.654359,1.55e+08,440603537,"Terminator Genisys","Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons","http://www.terminatormovie.com/","Alan Taylor","Reset the future","saving the world|artificial intelligence|cyborg|killer robot|future","The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",125,"Adventure","Paramount Pictures|Skydance Productions","6/23/2015",2598,5.8,2015,142599937.3,405355075.7
286217,"tt3659388",7.6674,1.08e+08,595380321,"The Martian","Matt Damon|Jessica Chastain|Kristen Wiig|Jeff Daniels|Michael PeÃ±a","http://www.foxmovies.com/movies/the-martian","Ridley Scott","Bring Him Home","based on novel|mars|nasa|isolation|botanist","During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",141,"Drama","Twentieth Century Fox Film Corporation|Scott Free Productions|Mid Atlantic Films|International Traders|TSG Entertainment","9/30/2015",4572,7.6,2015,99359956.28,547749654.3
286217,"tt3659388",7.6674,1.08e+08,595380321,"The Martian","Matt Damon|Jessica Chastain|Kristen Wiig|Jeff Daniels|Michael PeÃ±a","http://www.foxmovies.com/movies/the-martian","Ridley Scott","Bring Him Home","based on novel|mars|nasa|isolation|botanist","During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",141,"Adventure","Twentieth Century Fox Film Corporation|Scott Free Productions|Mid Atlantic Films|International Traders|TSG Entertainment","9/30/2015",4572,7.6,2015,99359956.28,547749654.3
286217,"tt3659388",7.6674,1.08e+08,595380321,"The Martian","Matt Damon|Jessica Chastain|Kristen Wiig|Jeff Daniels|Michael PeÃ±a","http://www.foxmovies.com/movies/the-martian","Ridley Scott","Bring Him Home","based on novel|mars|nasa|isolation|botanist","During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",141,"Science Fiction","Twentieth Century Fox Film Corporation|Scott Free Productions|Mid Atlantic Films|International Traders|TSG Entertainment","9/30/2015",4572,7.6,2015,99359956.28,547749654.3
211672,"tt2293640",7.404165,7.4e+07,1156730962,"Minions","Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan","http://www.minionsmovie.com/","Kyle Balda|Pierre Coffin","Before Gru, they had a history of bad bosses","assistant|aftercreditsstinger|duringcreditsstinger|evil mastermind|minions","Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",91,"Family","Universal Pictures|Illumination Entertainment","6/17/2015",2893,6.5,2015,68079970.04,1064192017
211672,"tt2293640",7.404165,7.4e+07,1156730962,"Minions","Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan","http://www.minionsmovie.com/","Kyle Balda|Pierre Coffin","Before Gru, they had a history of bad bosses","assistant|aftercreditsstinger|duringcreditsstinger|evil mastermind|minions","Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",91,"Animation","Universal Pictures|Illumination Entertainment","6/17/2015",2893,6.5,2015,68079970.04,1064192017
211672,"tt2293640",7.404165,7.4e+07,1156730962,"Minions","Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan","http://www.minionsmovie.com/","Kyle Balda|Pierre Coffin","Before Gru, they had a history of bad bosses","assistant|aftercreditsstinger|duringcreditsstinger|evil mastermind|minions","Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",91,"Adventure","Universal Pictures|Illumination Entertainment","6/17/2015",2893,6.5,2015,68079970.04,1064192017
211672,"tt2293640",7.404165,7.4e+07,1156730962,"Minions","Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan","http://www.minionsmovie.com/","Kyle Balda|Pierre Coffin","Before Gru, they had a history of bad bosses","assistant|aftercreditsstinger|duringcreditsstinger|evil mastermind|minions","Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",91,"Comedy","Universal Pictures|Illumination Entertainment","6/17/2015",2893,6.5,2015,68079970.04,1064192017
150540,"tt2096673",6.326804,1.75e+08,853708609,"Inside Out","Amy Poehler|Phyllis Smith|Richard Kind|Bill Hader|Lewis Black","http://movies.disney.com/inside-out","Pete Docter","Meet the little voices inside your head.","dream|cartoon|imaginary friend|animation|kid","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",94,"Comedy","Walt Disney Pictures|Pixar Animation Studios|Walt Disney Studios Motion Pictures","6/9/2015",3935,8,2015,160999929.2,785411574.7
150540,"tt2096673",6.326804,1.75e+08,853708609,"Inside Out","Amy Poehler|Phyllis Smith|Richard Kind|Bill Hader|Lewis Black","http://movies.disney.com/inside-out","Pete Docter","Meet the little voices inside your head.","dream|cartoon|imaginary friend|animation|kid","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",94,"Animation","Walt Disney Pictures|Pixar Animation Studios|Walt Disney Studios Motion Pictures","6/9/2015",3935,8,2015,160999929.2,785411574.7
150540,"tt2096673",6.326804,1.75e+08,853708609,"Inside Out","Amy Poehler|Phyllis Smith|Richard Kind|Bill Hader|Lewis Black","http://movies.disney.com/inside-out","Pete Docter","Meet the little voices inside your head.","dream|cartoon|imaginary friend|animation|kid","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",94,"Family","Walt Disney Pictures|Pixar Animation Studios|Walt Disney Studios Motion Pictures","6/9/2015",3935,8,2015,160999929.2,785411574.7
206647,"tt2379713",6.200282,2.45e+08,880674609,"Spectre","Daniel Craig|Christoph Waltz|LÃ©a Seydoux|Ralph Fiennes|Monica Bellucci","http://www.sonypictures.com/movies/spectre/","Sam Mendes","A Plan No One Escapes","spy|based on novel|secret agent|sequel|james bond","A cryptic message from Bondâ€™s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",148,"Action","Columbia Pictures|Danjaq|B24","10/26/2015",3254,6.2,2015,225399900.8,810220283.8
206647,"tt2379713",6.200282,2.45e+08,880674609,"Spectre","Daniel Craig|Christoph Waltz|LÃ©a Seydoux|Ralph Fiennes|Monica Bellucci","http://www.sonypictures.com/movies/spectre/","Sam Mendes","A Plan No One Escapes","spy|based on novel|secret agent|sequel|james bond","A cryptic message from Bondâ€™s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",148,"Adventure","Columbia Pictures|Danjaq|B24","10/26/2015",3254,6.2,2015,225399900.8,810220283.8
206647,"tt2379713",6.200282,2.45e+08,880674609,"Spectre","Daniel Craig|Christoph Waltz|LÃ©a Seydoux|Ralph Fiennes|Monica Bellucci","http://www.sonypictures.com/movies/spectre/","Sam Mendes","A Plan No One Escapes","spy|based on novel|secret agent|sequel|james bond","A cryptic message from Bondâ€™s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",148,"Crime","Columbia Pictures|Danjaq|B24","10/26/2015",3254,6.2,2015,225399900.8,810220283.8
76757,"tt1617661",6.189369,176000003,183987723,"Jupiter Ascending","Mila Kunis|Channing Tatum|Sean Bean|Eddie Redmayne|Douglas Booth","http://www.jupiterascending.com","Lana Wachowski|Lilly Wachowski","Expand your universe.","jupiter|space|woman director|3d|interspecies romance","In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynastyâ€¦",124,"Science Fiction","Village Roadshow Pictures|Dune Entertainment|Anarchos Productions|Warner Bros.","2/4/2015",1937,5.2,2015,161919931.5,169268630.7
76757,"tt1617661",6.189369,176000003,183987723,"Jupiter Ascending","Mila Kunis|Channing Tatum|Sean Bean|Eddie Redmayne|Douglas Booth","http://www.jupiterascending.com","Lana Wachowski|Lilly Wachowski","Expand your universe.","jupiter|space|woman director|3d|interspecies romance","In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynastyâ€¦",124,"Fantasy","Village Roadshow Pictures|Dune Entertainment|Anarchos Productions|Warner Bros.","2/4/2015",1937,5.2,2015,161919931.5,169268630.7
76757,"tt1617661",6.189369,176000003,183987723,"Jupiter Ascending","Mila Kunis|Channing Tatum|Sean Bean|Eddie Redmayne|Douglas Booth","http://www.jupiterascending.com","Lana Wachowski|Lilly Wachowski","Expand your universe.","jupiter|space|woman director|3d|interspecies romance","In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynastyâ€¦",124,"Action","Village Roadshow Pictures|Dune Entertainment|Anarchos Productions|Warner Bros.","2/4/2015",1937,5.2,2015,161919931.5,169268630.7
76757,"tt1617661",6.189369,176000003,183987723,"Jupiter Ascending","Mila Kunis|Channing Tatum|Sean Bean|Eddie Redmayne|Douglas Booth","http://www.jupiterascending.com","Lana Wachowski|Lilly Wachowski","Expand your universe.","jupiter|space|woman director|3d|interspecies romance","In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynastyâ€¦",124,"Adventure","Village Roadshow Pictures|Dune Entertainment|Anarchos Productions|Warner Bros.","2/4/2015",1937,5.2,2015,161919931.5,169268630.7
264660,"tt0470752",6.118847,1.5e+07,36869414,"Ex Machina","Domhnall Gleeson|Alicia Vikander|Oscar Isaac|Sonoya Mizuno|Corey Johnson","http://exmachina-movie.com/","Alex Garland","There is nothing more human than the will to survive","dancing|artificial intelligence|helicopter|distrust|isolation","Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",108,"Drama","DNA Films|Universal Pictures International (UPI)|Film4","1/21/2015",2854,7.6,2015,13799993.93,33919845.96
264660,"tt0470752",6.118847,1.5e+07,36869414,"Ex Machina","Domhnall Gleeson|Alicia Vikander|Oscar Isaac|Sonoya Mizuno|Corey Johnson","http://exmachina-movie.com/","Alex Garland","There is nothing more human than the will to survive","dancing|artificial intelligence|helicopter|distrust|isolation","Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",108,"Science Fiction","DNA Films|Universal Pictures International (UPI)|Film4","1/21/2015",2854,7.6,2015,13799993.93,33919845.96
257344,"tt2120120",5.984995,8.8e+07,243637091,"Pixels","Adam Sandler|Michelle Monaghan|Peter Dinklage|Josh Gad|Kevin James","http://www.pixels-movie.com/","Chris Columbus","Game On.","video game|nerd|alien attack|3d|pixels","Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.",105,"Action","Columbia Pictures|Happy Madison Productions","7/16/2015",1575,5.8,2015,80959964.38,224146025.1
257344,"tt2120120",5.984995,8.8e+07,243637091,"Pixels","Adam Sandler|Michelle Monaghan|Peter Dinklage|Josh Gad|Kevin James","http://www.pixels-movie.com/","Chris Columbus","Game On.","video game|nerd|alien attack|3d|pixels","Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.",105,"Comedy","Columbia Pictures|Happy Madison Productions","7/16/2015",1575,5.8,2015,80959964.38,224146025.1
